Sector,Gebied,Studie,Type,Graad,ISAT,Actueel,Historisch,Totaal
TAAL EN CULTUUR,kunst,"M Kunst- &
cultuurwetenschappen",wo,ma,60828,1,.,1
TAAL EN CULTUUR,kunst,"M Kunst- & cultuurwetenschappen
(research)",wo,ma,60829,7,1,8
TAAL EN CULTUUR,kunst,M Muziekwetenschap,wo,ma,66700,.,2,2
TAAL EN CULTUUR,kunst,"M Film- en
Televisiewetenschap",wo,ma,66702,.,1,1
TAAL EN CULTUUR,kunst,"M Algemene
Cultuurwetenschappen",wo,ma,66823,.,5,5
TAAL EN CULTUUR,kunst,M Kunstgeschiedenis,wo,ma,66824,.,6,6
TAAL EN CULTUUR,kunst,"M European Master in
Architecture (post-initiele master)",wo,ma,75093,1,.,1
TAAL EN CULTUUR,talen,B Vertaler Engels,hbo,ba,34483,1,.,1
TAAL EN CULTUUR,talen,B Vertaler Frans,hbo,ba,34590,1,.,1
TAAL EN CULTUUR,talen,B Vertaler Spaans,hbo,ba,34591,1,.,1
TAAL EN CULTUUR,talen,B Vertaler Duits,hbo,ba,34592,1,.,1
TAAL EN CULTUUR,talen,Algemene taalwetenschap,wo,ongedeeld,6001,.,3,3
TAAL EN CULTUUR,talen,"Algemene
literatuurwetenschap",wo,ongedeeld,6002,.,3,3
TAAL EN CULTUUR,talen,"Griekse en Latijnse taal en
cultuur",wo,ongedeeld,6003,.,5,5
TAAL EN CULTUUR,talen,"Nederlandse taal- en
letterkunde",wo,ongedeeld,6004,.,3,3
TAAL EN CULTUUR,talen,Franse taal- en letterkunde,wo,ongedeeld,6006,.,3,3
TAAL EN CULTUUR,talen,Italiaanse taal- en letterkunde,wo,ongedeeld,6007,.,2,2
TAAL EN CULTUUR,talen,Spaanse taal- en letterkunde,wo,ongedeeld,6008,.,3,3
TAAL EN CULTUUR,talen,Duitse taal- en letterkunde,wo,ongedeeld,6010,.,3,3
TAAL EN CULTUUR,talen,Engelse taal- en letterkunde,wo,ongedeeld,6011,.,3,3
TAAL EN CULTUUR,talen,Friese taal- en letterkunde,wo,ongedeeld,6012,.,2,2
TAAL EN CULTUUR,talen,"Scandinavische talen en
letterkunde",wo,ongedeeld,6013,.,1,1
TAAL EN CULTUUR,talen,Slavische talen en letterkunde,wo,ongedeeld,6014,.,2,2
TAAL EN CULTUUR,talen,Egyptische taal en cultuur,wo,ongedeeld,6015,.,1,1
TAAL EN CULTUUR,talen,"Arabische, Nieuwperzische en Turkse talen en culturen",wo,ongedeeld,6016,.,3,3
TAAL EN CULTUUR,talen,"Roemeense taal- en
letterkunde",wo,ongedeeld,6021,.,1,1
TAAL EN CULTUUR,talen,"Talen en culturen van zuidoost-
azie en oceanie",wo,ongedeeld,6022,.,1,1
TAAL EN CULTUUR,talen,Afrikaanse taalkunde,wo,ongedeeld,6028,.,1,1
TAAL EN CULTUUR,talen,"Talen en culturen van India en
Tibet",wo,ongedeeld,6035,.,1,1
TAAL EN CULTUUR,talen,Semitische talen en culturen,wo,ongedeeld,6040,.,3,3
TAAL EN CULTUUR,talen,Vergelijkende indo-europese taalwetenschap,wo,ongedeeld,6047,.,1,1
TAAL EN CULTUUR,talen,Vergelijkende taalwetenschap van andere taalfamilies,wo,ongedeeld,6048,.,1,1
TAAL EN CULTUUR,talen,Letteren,wo,ongedeeld,6049,.,1,1
TAAL EN CULTUUR,talen,"Nieuwgriekse taal- en
letterkunde",wo,ongedeeld,6050,.,1,1
TAAL EN CULTUUR,talen,"Talen en culturen Latijns-
Amerika/Spaans",wo,ongedeeld,6052,.,1,1
TAAL EN CULTUUR,talen,Dutch studies,wo,ongedeeld,6055,.,1,1
TAAL EN CULTUUR,talen,Amerikanistiek,wo,ongedeeld,6056,.,2,2
TAAL EN CULTUUR,talen,Algemene letteren,wo,ongedeeld,6064,.,1,1
TAAL EN CULTUUR,talen,Ruslandkunde,wo,ongedeeld,6068,.,1,1
TAAL EN CULTUUR,talen,Mediterrane studies,wo,ongedeeld,6069,.,1,1
TAAL EN CULTUUR,talen,Toegepaste taalwetenschap,wo,ongedeeld,6071,.,1,1
TAAL EN CULTUUR,talen,Midden-Oosten studies,wo,ongedeeld,6072,.,1,1
TAAL EN CULTUUR,talen,Romaanse Talen en Culturen,wo,ongedeeld,6074,.,1,1
TAAL EN CULTUUR,talen,Afrikanistiek,wo,ongedeeld,6075,.,1,1
TAAL EN CULTUUR,talen,"Talen en culturen van Indiaans
Amerika",wo,ongedeeld,6076,.,1,1
TAAL EN CULTUUR,talen,Duitslandstudies,wo,ongedeeld,6079,.,1,1
TAAL EN CULTUUR,talen,Oosteuropese studies,wo,ongedeeld,6087,.,1,1
TAAL EN CULTUUR,talen,Keltische talen en cultuur,wo,ongedeeld,6091,.,1,1
TAAL EN CULTUUR,talen,Chinese taal en cultuur,wo,ongedeeld,6419,.,1,1
TAAL EN CULTUUR,talen,Japanse taal en cultuur,wo,ongedeeld,6568,.,1,1
TAAL EN CULTUUR,talen,Koreaanse taal en cultuur,wo,ongedeeld,6574,.,1,1
TAAL EN CULTUUR,talen,Latijnse taal- en letterkunde,wo,ongedeeld,6709,.,1,1
TAAL EN CULTUUR,talen,"Taal, spraak en informatica",wo,ongedeeld,6718,.,1,1
TAAL EN CULTUUR,talen,Taal- en cultuurstudies,wo,ongedeeld,6801,.,3,3
TAAL EN CULTUUR,talen,Literatuurwetenschap,wo,ongedeeld,6802,.,6,6
TAAL EN CULTUUR,talen,Taalwetenschap,wo,ongedeeld,6803,.,7,7
TAAL EN CULTUUR,talen,Nederlandse Taal en Cultuur,wo,ongedeeld,6804,.,6,6
TAAL EN CULTUUR,talen,Duitse Taal en Cultuur,wo,ongedeeld,6805,.,6,6
TAAL EN CULTUUR,talen,Engelse Taal en Cultuur,wo,ongedeeld,6806,.,6,6
TAAL EN CULTUUR,talen,"Scandinavische Talen en
Culturen",wo,ongedeeld,6807,.,2,2
TAAL EN CULTUUR,talen,Franse Taal en Cultuur,wo,ongedeeld,6808,.,5,5
TAAL EN CULTUUR,talen,Italiaanse Taal en Cultuur,wo,ongedeeld,6809,.,3,3
TAAL EN CULTUUR,talen,Spaanse Taal en Cultuur,wo,ongedeeld,6810,.,3,3
TAAL EN CULTUUR,talen,Portugese Taal en Cultuur,wo,ongedeeld,6811,.,1,1
TAAL EN CULTUUR,talen,Roemeense Taal en Cultuur,wo,ongedeeld,6812,.,1,1
TAAL EN CULTUUR,talen,Slavische Talen en Culturen,wo,ongedeeld,6813,.,3,3
TAAL EN CULTUUR,talen,Nieuwgriekse Taal en Cultuur,wo,ongedeeld,6814,.,1,1
TAAL EN CULTUUR,talen,"Finoegrische Talen en
Culturen",wo,ongedeeld,6815,.,1,1
TAAL EN CULTUUR,talen,Latijnse Taal en Cultuur,wo,ongedeeld,6816,.,1,1
TAAL EN CULTUUR,talen,"Talen en Culturen van het
Nabije en Midden-Oosten",wo,ongedeeld,6817,.,1,1
TAAL EN CULTUUR,talen,Talen en Culturen van China,wo,ongedeeld,6818,.,1,1
TAAL EN CULTUUR,talen,Talen en Culturen van Japan,wo,ongedeeld,6819,.,1,1
TAAL EN CULTUUR,talen,Talen en Culturen van Korea,wo,ongedeeld,6820,.,1,1
TAAL EN CULTUUR,talen,Talen en Culturen van Afrika,wo,ongedeeld,6821,.,1,1
TAAL EN CULTUUR,talen,"B Talen en Culturen van
Mesopotamie en Anatolie",wo,ba,50200,.,1,1
TAAL EN CULTUUR,talen,"B Hebreeuwse en Joodse
Studies",wo,ba,50201,1,.,1
TAAL EN CULTUUR,talen,B Ruslandkunde,wo,ba,50203,.,1,1
TAAL EN CULTUUR,talen,B Vergelijkende Indo- Europese Taalwetenschap,wo,ba,50204,.,1,1
TAAL EN CULTUUR,talen,"B English Language and
Culture",wo,ba,50290,1,.,1
TAAL EN CULTUUR,talen,B Algemene Taalwetenschap,wo,ba,50622,.,1,1
TAAL EN CULTUUR,talen,B American Studies,wo,ba,50623,1,.,1
TAAL EN CULTUUR,talen,B Taalkunde en Interculturele Communicatie,wo,ba,50757,.,1,1
TAAL EN CULTUUR,talen,B Russische Studies,wo,ba,50855,1,.,1
TAAL EN CULTUUR,talen,B Hebreeuwse Taal en Cultuur,wo,ba,50901,1,.,1
TAAL EN CULTUUR,talen,B Literatuur en Samenleving,wo,ba,55823,1,.,1
TAAL EN CULTUUR,talen,"B Griekse en Latijnse Taal en
Cultuur",wo,ba,56003,5,.,5
TAAL EN CULTUUR,talen,B Minorities & Multilingualism,wo,ba,56012,1,.,1
TAAL EN CULTUUR,talen,B Egyptische Taal en Cultuur,wo,ba,56015,.,1,1
TAAL EN CULTUUR,talen,"B Arabische, Nieuwperzische en Turkse Talen en Culturen",wo,ba,56016,.,2,2
TAAL EN CULTUUR,talen,"B Talen en Culturen van
Indonesie",wo,ba,56022,.,1,1
TAAL EN CULTUUR,talen,"B Talen en Culturen van India
en Tibet",wo,ba,56035,.,1,1
TAAL EN CULTUUR,talen,B Arabische Taal en Cultuur,wo,ba,56040,1,2,3
TAAL EN CULTUUR,talen,B Islam en Arabisch,wo,ba,56041,1,1,2
TAAL EN CULTUUR,talen,B Latijns-Amerikastudies,wo,ba,56052,1,.,1
TAAL EN CULTUUR,talen,"B Nederlandkunde/Dutch
Studies",wo,ba,56055,1,.,1
TAAL EN CULTUUR,talen,"B Romaanse Talen en
Culturen",wo,ba,56074,2,.,2
TAAL EN CULTUUR,talen,"B Talen en Culturen van
Indiaans Amerika",wo,ba,56076,.,1,1
TAAL EN CULTUUR,talen,B Keltische Talen en Cultuur,wo,ba,56091,1,.,1
TAAL EN CULTUUR,talen,B Midden-Oostenstudies,wo,ba,56098,2,.,2
TAAL EN CULTUUR,talen,"B Zuid- en Zuidoost-
Aziestudies",wo,ba,56099,1,.,1
TAAL EN CULTUUR,talen,"B Oude Culturen van de
Mediterrane Wereld",wo,ba,56123,1,.,1
TAAL EN CULTUUR,talen,B Europese Talen en Culturen,wo,ba,56124,1,.,1
TAAL EN CULTUUR,talen,B Taal- en Cultuurstudies,wo,ba,56801,1,1,2
TAAL EN CULTUUR,talen,B Literatuurwetenschap,wo,ba,56802,2,2,4
TAAL EN CULTUUR,talen,B Taalwetenschap,wo,ba,56803,5,1,6
TAAL EN CULTUUR,talen,B Nederlandse Taal en Cultuur,wo,ba,56804,5,1,6
TAAL EN CULTUUR,talen,B Duitse Taal en Cultuur,wo,ba,56805,5,1,6
TAAL EN CULTUUR,talen,B Engelse Taal en Cultuur,wo,ba,56806,4,2,6
TAAL EN CULTUUR,talen,"B Scandinavische Talen en
Culturen",wo,ba,56807,2,.,2
TAAL EN CULTUUR,talen,B Franse Taal en Cultuur,wo,ba,56808,3,1,4
TAAL EN CULTUUR,talen,B Italiaanse Taal en Cultuur,wo,ba,56809,3,.,3
TAAL EN CULTUUR,talen,B Spaanse Taal en Cultuur,wo,ba,56810,2,.,2
TAAL EN CULTUUR,talen,B Portugese Taal en Cultuur,wo,ba,56811,1,.,1
TAAL EN CULTUUR,talen,B Roemeense Taal en Cultuur,wo,ba,56812,.,1,1
TAAL EN CULTUUR,talen,B Slavische Talen en Culturen,wo,ba,56813,2,1,3
TAAL EN CULTUUR,talen,"B Nieuwgriekse Taal en
Cultuur",wo,ba,56814,1,.,1
TAAL EN CULTUUR,talen,"B Finoegrische Talen en
Culturen",wo,ba,56815,1,.,1
TAAL EN CULTUUR,talen,B Latijnse Taal en Cultuur,wo,ba,56816,1,.,1
TAAL EN CULTUUR,talen,"B Talen en Culturen van het
Midden-Oosten",wo,ba,56817,.,1,1
TAAL EN CULTUUR,talen,B Chinastudies,wo,ba,56818,1,.,1
TAAL EN CULTUUR,talen,B Japanstudies,wo,ba,56819,1,.,1
TAAL EN CULTUUR,talen,B Koreastudies,wo,ba,56820,1,.,1
TAAL EN CULTUUR,talen,B Afrikaanse talen en culturen,wo,ba,56821,1,.,1
TAAL EN CULTUUR,talen,M Phil Letterkunde (research),wo,ma,60038,.,1,1
TAAL EN CULTUUR,talen,M General Linguistics,wo,ma,60074,.,1,1
TAAL EN CULTUUR,talen,"M Middle Eastern Studies
(research)",wo,ma,60137,.,1,1
TAAL EN CULTUUR,talen,M Literature (research),wo,ma,60142,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van
Mesopotamie en Anatolie",wo,ma,60143,.,1,1
TAAL EN CULTUUR,talen,M Hebreeuwse en Aramese Talen en Culturen,wo,ma,60144,.,1,1
TAAL EN CULTUUR,talen,M Ruslandkunde,wo,ma,60145,.,1,1
TAAL EN CULTUUR,talen,M Vergelijkende Indo- Europese Taalwetenschap,wo,ma,60146,.,1,1
TAAL EN CULTUUR,talen,M Linguistics: Structure and Variation in the Languages of the World (research),wo,ma,60148,.,1,1
TAAL EN CULTUUR,talen,M Afrikaanse Taalkunde,wo,ma,60149,.,1,1
TAAL EN CULTUUR,talen,M African Studies (research),wo,ma,60150,.,1,1
TAAL EN CULTUUR,talen,M Asian Studies (research),wo,ma,60151,.,1,1
TAAL EN CULTUUR,talen,M Latin American and Caribbean Studies (research),wo,ma,60152,.,1,1
TAAL EN CULTUUR,talen,M Hebreeuwse Taal en Cultuur,wo,ma,60161,.,1,1
TAAL EN CULTUUR,talen,M Linguistics: Neurolinguistics and Models of Grammar (research),wo,ma,60173,.,1,1
TAAL EN CULTUUR,talen,M Latijns-Amerika Studies,wo,ma,60174,1,1,2
TAAL EN CULTUUR,talen,M Literary Studies (research),wo,ma,60185,.,1,1
TAAL EN CULTUUR,talen,M Nederlands als tweede Taal,wo,ma,60188,.,1,1
TAAL EN CULTUUR,talen,"M Nederlandse Letterkunde
(research)",wo,ma,60189,.,1,1
TAAL EN CULTUUR,talen,"M English Language and
Culture",wo,ma,60290,.,1,1
TAAL EN CULTUUR,talen,M Language and Communication (research),wo,ma,60301,.,2,2
TAAL EN CULTUUR,talen,M Linguistics: the Study of the Language Faculty (research),wo,ma,60309,.,1,1
TAAL EN CULTUUR,talen,M Letterkunde en Literatuurwetenschap: Nieuwe Filologie (research),wo,ma,60326,.,1,1
TAAL EN CULTUUR,talen,"M Niederlande-Deutschland-
Studien",wo,ma,60376,.,1,1
TAAL EN CULTUUR,talen,M Algemene Taalwetenschap,wo,ma,60622,.,1,1
TAAL EN CULTUUR,talen,M American Studies,wo,ma,60623,.,2,2
TAAL EN CULTUUR,talen,"M Griekse en Romeinse
Studies",wo,ma,60625,.,1,1
TAAL EN CULTUUR,talen,"M Toegepaste
Taalwetenschap",wo,ma,60630,.,1,1
TAAL EN CULTUUR,talen,M Nederlandse Cultuur,wo,ma,60661,.,1,1
TAAL EN CULTUUR,talen,M Algemene Taalwetenschap,wo,ma,60671,.,1,1
TAAL EN CULTUUR,talen,M Duitse Taal en Cultuur,wo,ma,60672,.,1,1
TAAL EN CULTUUR,talen,M Engelse Taal en Cultuur,wo,ma,60673,.,1,1
TAAL EN CULTUUR,talen,"M Finoegrische Talen en
Culturen",wo,ma,60674,.,1,1
TAAL EN CULTUUR,talen,M Friese Taal en Cultuur,wo,ma,60675,.,1,1
TAAL EN CULTUUR,talen,"M Griekse en Latijnse Taal en
Cultuur",wo,ma,60676,.,1,1
TAAL EN CULTUUR,talen,"M Nederlandse Taal en
Cultuur",wo,ma,60677,.,1,1
TAAL EN CULTUUR,talen,"M Romaanse Talen en
Culturen",wo,ma,60678,.,1,1
TAAL EN CULTUUR,talen,"M Scandinavische Talen en
Culturen",wo,ma,60679,.,1,1
TAAL EN CULTUUR,talen,M Slavische Talen en Culturen,wo,ma,60680,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van het
Midden-Oosten",wo,ma,60681,.,1,1
TAAL EN CULTUUR,talen,M Linguistics (research),wo,ma,60720,.,2,2
TAAL EN CULTUUR,talen,M Literary Studies: Literature in the Modern Age (research),wo,ma,60761,.,1,1
TAAL EN CULTUUR,talen,"M Nederlandse Literatuur
(research)",wo,ma,60764,.,1,1
TAAL EN CULTUUR,talen,M Area Studies: Asia and the Middle East (research),wo,ma,60766,.,1,1
TAAL EN CULTUUR,talen,M Letterkunde,wo,ma,60813,6,.,6
TAAL EN CULTUUR,talen,M Letterkunde (research),wo,ma,60814,6,.,6
TAAL EN CULTUUR,talen,M Taalwetenschappen,wo,ma,60815,6,.,6
TAAL EN CULTUUR,talen,M Taalwetenschappen,wo,ma,60816,1,.,1
TAAL EN CULTUUR,talen,"M Taalwetenschappen
(research)",wo,ma,60817,6,.,6
TAAL EN CULTUUR,talen,M Afrika Studies,wo,ma,60837,1,.,1
TAAL EN CULTUUR,talen,M Afrika Studies (research),wo,ma,60838,1,.,1
TAAL EN CULTUUR,talen,M Azie Studies,wo,ma,60839,1,.,1
TAAL EN CULTUUR,talen,M Azie Studies,wo,ma,60840,1,.,1
TAAL EN CULTUUR,talen,M Azie Studies (research),wo,ma,60841,1,.,1
TAAL EN CULTUUR,talen,M Midden-Oosten Studies,wo,ma,60842,3,.,3
TAAL EN CULTUUR,talen,"M Midden-Oosten Studies
(research)",wo,ma,60843,1,.,1
TAAL EN CULTUUR,talen,"M Latijns-Amerika Studies
(research)",wo,ma,60844,1,.,1
TAAL EN CULTUUR,talen,M Noord-Amerika Studies,wo,ma,60845,4,.,4
TAAL EN CULTUUR,talen,M Europese Studies,wo,ma,60847,1,.,1
TAAL EN CULTUUR,talen,"M Russische en Euraziatische
Studies",wo,ma,60848,1,.,1
TAAL EN CULTUUR,talen,M Neerlandistiek,wo,ma,60849,4,1,5
TAAL EN CULTUUR,talen,M Neerlandistiek,wo,ma,60850,1,.,1
TAAL EN CULTUUR,talen,M Neerlandistiek (research),wo,ma,60851,2,.,2
TAAL EN CULTUUR,talen,M Niederlande-Deutschland Studien (joint degree),wo,ma,65001,.,1,1
TAAL EN CULTUUR,talen,"M Europese Studies (joint
degree)",wo,ma,65002,1,.,1
TAAL EN CULTUUR,talen,"M Griekse en Latijnse Taal en
Cultuur",wo,ma,66003,.,5,5
TAAL EN CULTUUR,talen,M Friese Taal en Cultuur,wo,ma,66012,.,1,1
TAAL EN CULTUUR,talen,M Egyptische Taal en Cultuur,wo,ma,66015,.,1,1
TAAL EN CULTUUR,talen,"M Arabische, Nieuwperzische en Turkse Talen en Culturen",wo,ma,66016,.,2,2
TAAL EN CULTUUR,talen,M Indonesian Studies,wo,ma,66022,.,1,1
TAAL EN CULTUUR,talen,M Indian and Tibetan Studies,wo,ma,66035,.,1,1
TAAL EN CULTUUR,talen,M Arabische Taal en Cultuur,wo,ma,66040,.,2,2
TAAL EN CULTUUR,talen,M Islam en Arabisch,wo,ma,66041,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van
Latijns Amerika/Spaans",wo,ma,66052,.,1,1
TAAL EN CULTUUR,talen,"M Nederlandkunde/Dutch
Studies",wo,ma,66055,.,1,1
TAAL EN CULTUUR,talen,M Amerikanistiek,wo,ma,66056,.,1,1
TAAL EN CULTUUR,talen,"M Middeleeuwse en
Renaissance Studies",wo,ma,66067,.,1,1
TAAL EN CULTUUR,talen,"M Romaanse Talen en
Culturen",wo,ma,66074,.,2,2
TAAL EN CULTUUR,talen,"M Talen en Culturen van
Indiaans Amerika",wo,ma,66076,.,1,1
TAAL EN CULTUUR,talen,M Duitsland Studies,wo,ma,66079,.,1,1
TAAL EN CULTUUR,talen,M Keltische Talen en Cultuur,wo,ma,66091,.,1,1
TAAL EN CULTUUR,talen,M Taal- en Cultuurstudies,wo,ma,66801,.,1,1
TAAL EN CULTUUR,talen,M Literatuurwetenschap,wo,ma,66802,.,5,5
TAAL EN CULTUUR,talen,M Taalwetenschap,wo,ma,66803,.,4,4
TAAL EN CULTUUR,talen,"M Nederlandse Taal en
Cultuur",wo,ma,66804,.,6,6
TAAL EN CULTUUR,talen,M Duitse Taal en Cultuur,wo,ma,66805,.,6,6
TAAL EN CULTUUR,talen,M Engelse Taal en Cultuur,wo,ma,66806,.,5,5
TAAL EN CULTUUR,talen,"M Scandinavische Talen en
Culturen",wo,ma,66807,.,2,2
TAAL EN CULTUUR,talen,M Franse Taal en Cultuur,wo,ma,66808,.,5,5
TAAL EN CULTUUR,talen,M Italiaanse Taal en Cultuur,wo,ma,66809,.,3,3
TAAL EN CULTUUR,talen,M Spaanse Taal en Cultuur,wo,ma,66810,.,3,3
TAAL EN CULTUUR,talen,M Portugese Taal en Cultuur,wo,ma,66811,.,1,1
TAAL EN CULTUUR,talen,M Roemeense Taal en Cultuur,wo,ma,66812,.,1,1
TAAL EN CULTUUR,talen,M Slavische Talen en Culturen,wo,ma,66813,.,3,3
TAAL EN CULTUUR,talen,"M Nieuwgriekse Taal en
Cultuur",wo,ma,66814,.,1,1
TAAL EN CULTUUR,talen,"M Finoegrische Talen en
Culturen",wo,ma,66815,.,1,1
TAAL EN CULTUUR,talen,M Latijnse Taal en Cultuur,wo,ma,66816,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van het
Midden-Oosten",wo,ma,66817,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van
China",wo,ma,66818,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van
Japan",wo,ma,66819,.,1,1
TAAL EN CULTUUR,talen,"M Talen en Culturen van
Korea",wo,ma,66820,.,1,1
TAAL EN CULTUUR,talen,M Talen en Culturen van Afrika,wo,ma,66821,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,Wijsbegeerte,wo,ongedeeld,6081,.,8,8
TAAL EN CULTUUR,filosofie en ethiek,Wijsbegeerte op basis van een niet wijsgerige propedeuse,wo,ongedeeld,6088,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,Wijsbegeerte van een Bepaald Wetenschapsgebied,wo,ongedeeld,7084,.,9,9
TAAL EN CULTUUR,filosofie en ethiek,B Wijsbegeerte,wo,ba,56081,8,.,8
TAAL EN CULTUUR,filosofie en ethiek,B Wijsbegeerte van een Bepaald Wetenschapsgebied,wo,ba,57084,2,2,4
TAAL EN CULTUUR,filosofie en ethiek,"M Philosophy of Science,
Technology and Society",wo,ma,60024,1,.,1
TAAL EN CULTUUR,filosofie en ethiek,M Philosophy of Management and Organizations,wo,ma,60042,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Filosofie (research),wo,ma,60128,6,.,6
TAAL EN CULTUUR,filosofie en ethiek,"M Rhetoric, Argumentation and Philosophy (research)",wo,ma,60196,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Philosophy (research),wo,ma,60310,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Institutions: Erasmus Research Master in Philosophy and Economics (research),wo,ma,60333,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,"M Zorg, Ethiek en Beleid",wo,ma,60400,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,"M Philosophy: Knowledge and Knowledge Development
(research)",wo,ma,60655,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Historical and Comparative Studies of the Sciences and Humanities (research),wo,ma,60722,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Wijsbegeerte (research),wo,ma,60723,.,3,3
TAAL EN CULTUUR,filosofie en ethiek,M Toegepaste Ethiek,wo,ma,60724,.,1,1
TAAL EN CULTUUR,filosofie en ethiek,M Filosofie,wo,ma,60822,8,.,8
TAAL EN CULTUUR,filosofie en ethiek,M Filosofie,wo,ma,60823,6,.,6
TAAL EN CULTUUR,filosofie en ethiek,M Zorgethiek en Beleid,wo,ma,60953,1,.,1
TAAL EN CULTUUR,filosofie en ethiek,M Wijsbegeerte,wo,ma,66081,.,8,8
TAAL EN CULTUUR,filosofie en ethiek,M Wijsbegeerte van een Bepaald Wetenschapsgebied,wo,ma,67084,.,7,7
TAAL EN CULTUUR,religie,B Hogere Opleiding Theologie,hbo,ba,34471,.,1,1
TAAL EN CULTUUR,religie,"M Evangelical Theology (post-
initiele master)",hbo,ma,70152,1,.,1
TAAL EN CULTUUR,religie,Godgeleerdheid,wo,ongedeeld,6100,.,6,6
TAAL EN CULTUUR,religie,Levensbeschouwingen,wo,ongedeeld,6102,.,1,1
TAAL EN CULTUUR,religie,Godsdienstwetenschap,wo,ongedeeld,6104,.,1,1
TAAL EN CULTUUR,religie,Humanistiek,wo,ongedeeld,6105,.,1,1
TAAL EN CULTUUR,religie,Religiestudies,wo,ongedeeld,6106,.,1,1
TAAL EN CULTUUR,religie,"Algemene opleiding
godgeleerdheid",wo,ongedeeld,6107,.,1,1
TAAL EN CULTUUR,religie,Sociaal-wetenschappelijke studie van de godsdienst,wo,ongedeeld,6108,.,1,1
TAAL EN CULTUUR,religie,Theologie,wo,ongedeeld,6109,.,3,3
TAAL EN CULTUUR,religie,Godgeleerdheid (klassiek),wo,ongedeeld,6110,.,1,1
TAAL EN CULTUUR,religie,Kerkelijke opleiding,wo,ongedeeld,6111,.,1,1
TAAL EN CULTUUR,religie,Godgeleerdheid (niet klassiek),wo,ongedeeld,6113,.,1,1
TAAL EN CULTUUR,religie,Religie- en levensbeschouwing,wo,ongedeeld,6114,.,1,1
TAAL EN CULTUUR,religie,Theologie (algemeen),wo,ongedeeld,6117,.,1,1
TAAL EN CULTUUR,religie,Islamkunde,wo,ongedeeld,6706,.,1,1
TAAL EN CULTUUR,religie,Islamologie,wo,ongedeeld,6721,.,1,1
TAAL EN CULTUUR,religie,Wetenschap van Godsdienst en Levensbeschouwing,wo,ongedeeld,6800,.,4,4
TAAL EN CULTUUR,religie,B Theologie Klassiek,wo,ba,50021,.,1,1
TAAL EN CULTUUR,religie,B Theologie Plus,wo,ba,50022,.,1,1
TAAL EN CULTUUR,religie,B Wereldgodsdiensten,wo,ba,50202,.,1,1
TAAL EN CULTUUR,religie,"B Religie in Samenleving en
Cultuur",wo,ba,50406,.,1,1
TAAL EN CULTUUR,religie,B Religiewetenschappen,wo,ba,50902,6,.,6
TAAL EN CULTUUR,religie,B Theologie (joint degree),wo,ba,55004,2,.,2
TAAL EN CULTUUR,religie,B Godgeleerdheid,wo,ba,56100,1,2,3
TAAL EN CULTUUR,religie,B Godsdienstwetenschap,wo,ba,56104,.,1,1
TAAL EN CULTUUR,religie,B Humanistiek,wo,ba,56105,1,.,1
TAAL EN CULTUUR,religie,B Theologie,wo,ba,56109,5,1,6
TAAL EN CULTUUR,religie,B Godgeleerdheid (klassiek),wo,ba,56110,.,1,1
TAAL EN CULTUUR,religie,"B Religie en
Levensbeschouwing",wo,ba,56114,.,1,1
TAAL EN CULTUUR,religie,B Islamstudies,wo,ba,56120,1,.,1
TAAL EN CULTUUR,religie,B Wetenschap van Godsdienst en Levensbeschouwing,wo,ba,56800,.,1,1
TAAL EN CULTUUR,religie,"M Christian Studies of Science
& Society",wo,ma,60043,.,1,1
TAAL EN CULTUUR,religie,M Pastorale Studies,wo,ma,60130,.,1,1
TAAL EN CULTUUR,religie,M Religiestudies,wo,ma,60131,.,2,2
TAAL EN CULTUUR,religie,M Religious Studies (research),wo,ma,60134,.,1,1
TAAL EN CULTUUR,religie,M Wereldgodsdiensten,wo,ma,60135,.,1,1
TAAL EN CULTUUR,religie,"M Wereldgodsdiensten
(research)",wo,ma,60136,.,1,1
TAAL EN CULTUUR,religie,M Theology (research),wo,ma,60167,.,2,2
TAAL EN CULTUUR,religie,"M Religiewetenschappen
(research)",wo,ma,60195,.,1,1
TAAL EN CULTUUR,religie,M Religiestudies (research),wo,ma,60197,.,1,1
TAAL EN CULTUUR,religie,M Islamic studies,wo,ma,60201,.,1,1
TAAL EN CULTUUR,religie,M Christianity and Society,wo,ma,60209,.,1,1
TAAL EN CULTUUR,religie,M Theology,wo,ma,60254,.,1,1
TAAL EN CULTUUR,religie,M Theologie,wo,ma,60257,4,.,4
TAAL EN CULTUUR,religie,M Predikantschap,wo,ma,60261,1,.,1
